tourney_pk,tourney_id,date_id,tourney_name,surface,draw_size,tourney_level,tourney_spectators,tourney_revenue
2018-W-WITF-GEO-01A-201825201820430Tbilisi $25K,2018-W-WITF-GEO-01A-2018,201820430,Tbilisi $25K,Hard,32,25,3354,638246.86
2021-W-ITF-GER-05A-202115202130816W15 Erwitte,2021-W-ITF-GER-05A-2021,202130816,W15 Erwitte,Clay,32,15,3253,637680.4
2019-0568A201930916St. Petersburg,2019-0568,201930916,St. Petersburg,Hard,32,A,3677,786799.61
2018-1094I201830716Gstaad,2018-1094,201830716,Gstaad,Clay,32,I,3422,743213.19
2019-6239C201910128Quimper CH,2019-6239,201910128,Quimper CH,Hard,64,C,7125,1389637.28
2019-W-ITF-ITA-13A-201925201920617W25 Padova,2019-W-ITF-ITA-13A-2019,201920617,W25 Padova,Clay,32,25,2851,508942.11
2018-W-WITF-CZE-06A-201815201830827Ricany $15K,2018-W-WITF-CZE-06A-2018,201830827,Ricany $15K,Clay,32,15,3782,620488.18
2017-M-DC-2017-G2-AO-M-PAK-IRI-01D201710203Davis Cup G2 R1: PAK vs IRI,2017-M-DC-2017-G2-AO-M-PAK-IRI-01,201710203,Davis Cup G2 R1: PAK vs IRI,Hard,4,D,497,89262.78
2021-W-ITF-EGY-21A-202115202130802W15 Cairo,2021-W-ITF-EGY-21A-2021,202130802,W15 Cairo,Clay,32,15,3512,556301.11
2017-W-WITF-CHN-10A-201760201720522Luan $60K,2017-W-WITF-CHN-10A-2017,201720522,Luan $60K,Hard,32,60,4044,948133.3
2019-W-ITF-RUS-01A-201925201910121W25 Kazan,2019-W-ITF-RUS-01A-2019,201910121,W25 Kazan,Hard,32,25,3270,546220.7
2016-M-DC-2016-G2-AO-M-SRI-THA-01D201610304Davis Cup G2 R1: SRI vs THA,2016-M-DC-2016-G2-AO-M-SRI-THA-01,201610304,Davis Cup G2 R1: SRI vs THA,Hard,4,D,383,70615.38
2016-W-FC-2016-G1-AO-A-M-JPN-THA-01D201610205Fed Cup G1 RR: JPN vs THA,2016-W-FC-2016-G1-AO-A-M-JPN-THA-01,201610205,Fed Cup G1 RR: JPN vs THA,Hard,2,D,208,40115.45
2018-W-WITF-EGY-25A-201815201841105Sharm El Sheikh $15K,2018-W-WITF-EGY-25A-2018,201841105,Sharm El Sheikh $15K,Hard,32,15,4269,1207490.42
2019-9154C201910128Cleveland CH,2019-9154,201910128,Cleveland CH,Hard,64,C,2885,560942.03
2017-W-FC-2017-G2-EPA-B-M-EGY-LUX-01D201720421Fed Cup G2 RR: EGY vs LUX,2017-W-FC-2017-G2-EPA-B-M-EGY-LUX-01,201720421,Fed Cup G2 RR: EGY vs LUX,Hard,2,D,160,30276.18
2018-W-WITF-TUN-32A-201815201830924Monastir $15K,2018-W-WITF-TUN-32A-2018,201830924,Monastir $15K,Hard,32,15,2836,540062.06
2021-0495A202110315Dubai,2021-0495,202110315,Dubai,Hard,64,A,7604,1806053.9
2016-W-C10-TUR-06A-201610201610208Antalya $10K,2016-W-C10-TUR-06A-2016,201610208,Antalya $10K,Clay,32,10,2781,643847.16
2016-W-FC-2016-G2-AO-B-M-MAS-PAK-01D201620412Fed Cup G2 RR: MAS vs PAK,2016-W-FC-2016-G2-AO-B-M-MAS-PAK-01,201620412,Fed Cup G2 RR: MAS vs PAK,Hard,2,D,154,28185.39
2018-W-WITF-ESP-20A-201815201841001Telde - L.P De Gran Canaria 15K,2018-W-WITF-ESP-20A-2018,201841001,Telde - L.P De Gran Canaria 15K,Clay,32,15,3269,632211.28
2020-W-ITF-POR-07A-202015202030914W15 Santarem,2020-W-ITF-POR-07A-2020,202030914,W15 Santarem,Hard,32,15,2378,507010.39
2017-W-FC-2017-WG-M-BLR-SUI-01D201720422Fed Cup WG SF: BLR vs SUI,2017-W-FC-2017-WG-M-BLR-SUI-01,201720422,Fed Cup WG SF: BLR vs SUI,Hard,4,D,365,67626.9
2019-W-ITF-ISR-05A-201960201930909W60 Meitar,2019-W-ITF-ISR-05A-2019,201930909,W60 Meitar,Hard,32,60,2537,542478.09
2016-W-C10-KOR-03A-201610201620627Gimcheon $10K,2016-W-C10-KOR-03A-2016,201620627,Gimcheon $10K,Hard,32,10,2903,603234.93
2017-7201C201730814Santo Domingo CH,2017-7201,201730814,Santo Domingo CH,Clay,32,C,3302,613949.94
2018-1005I201820430Rabat,2018-1005,201820430,Rabat,Clay,32,I,3582,666079.26
2016-W-C25-KAZ-02A-201625201630829Almaty $25K,2016-W-C25-KAZ-02A-2016,201630829,Almaty $25K,Clay,31,25,3653,552605.12
2017-W-FC-2017-G1-AM-A-M-BOL-VEN-01D201710209Fed Cup G1 RR: BOL vs VEN,2017-W-FC-2017-G1-AM-A-M-BOL-VEN-01,201710209,Fed Cup G1 RR: BOL vs VEN,Hard,2,D,243,51405.46
2018-3473C201830827Como CH,2018-3473,201830827,Como CH,Clay,32,C,3993,720582.1
2019-7100C201941111Pune CH,2019-7100,201941111,Pune CH,Hard,64,C,6031,985254.89
2016-W-C25-GER-03A-201625201620613Braunschweig $25K,2016-W-C25-GER-03A-2016,201620613,Braunschweig $25K,Clay,32,25,3612,683768.33
2019-W-ITF-TUR-15A-201915201910318W15 Antalya,2019-W-ITF-TUR-15A-2019,201910318,W15 Antalya,Clay,32,15,2573,711429.26
2021-W-ITF-GRE-04A-202115202120531W15 Heraklion,2021-W-ITF-GRE-04A-2021,202120531,W15 Heraklion,Clay,32,15,3028,467629.35
2018-1023I201830917Guangzhou,2018-1023,201830917,Guangzhou,Hard,32,I,3202,711367.5
2020-W-ITF-AUS-02A-202060202010127W60 Burnie,2020-W-ITF-AUS-02A-2020,202010127,W60 Burnie,Hard,32,60,3630,689563.98
2018-0656I201830910Quebec City,2018-0656,201830910,Quebec City,Hard,32,I,2924,422037.5
2020-W-ITF-TUR-23A-202015202041130W15 Antalya,2020-W-ITF-TUR-23A-2020,202041130,W15 Antalya,Clay,32,15,2585,450560.74
2018-W-WITF-ITA-03A-201815201810226Solarino $15K,2018-W-WITF-ITA-03A-2018,201810226,Solarino $15K,Carpet,32,15,4154,693580.58
2016-W-C10-ISR-07A-201610201641003Ramat Hasharon $10K,2016-W-C10-ISR-07A-2016,201641003,Ramat Hasharon $10K,Hard,32,10,3682,712488.85
2019-7880C201910218Bangkok CH,2019-7880,201910218,Bangkok CH,Hard,64,C,6225,1584050.84
2018-7797C201841029Shenzhen CH,2018-7797,201841029,Shenzhen CH,Hard,32,C,1810,354142.34
2018-W-WITF-ESP-21A-201825201841008RibaRoja de Turia $25K,2018-W-WITF-ESP-21A-2018,201841008,RibaRoja de Turia $25K,Clay,32,25,3057,574837.73
2017-W-WITF-HUN-01A-201715201720501Gyor $15K,2017-W-WITF-HUN-01A-2017,201720501,Gyor $15K,Clay,32,15,3147,680973.21
2016-W-C10-TUN-02A-201610201610118Hammamet $10K,2016-W-C10-TUN-02A-2016,201610118,Hammamet $10K,Clay,32,10,3183,523512.13
2019-W-ITF-EGY-07A-201915201910304W15 Sharm El Sheikh,2019-W-ITF-EGY-07A-2019,201910304,W15 Sharm El Sheikh,Hard,32,15,2145,418297.82
2017-2205C201710102Noumea CH,2017-2205,201710102,Noumea CH,Hard,32,C,2888,552797.86
2018-W-WITF-CAN-01A-2018100201830813Vancouver BC $100K,2018-W-WITF-CAN-01A-2018,201830813,Vancouver BC $100K,Hard,32,100,2781,623723.84
2019-W-ITF-RUS-02A-201925201910225W25 Moscow,2019-W-ITF-RUS-02A-2019,201910225,W25 Moscow,Hard,32,25,4329,676236.03
2019-7648A201920422Budapest,2019-7648,201920422,Budapest,Clay,32,A,2857,471165.25
2018-1082I201820430Prague,2018-1082,201820430,Prague,Clay,32,I,1542,264806.09
2019-W-ITF-BEL-03A-201915201930819W15 Wanfercee Baulet,2019-W-ITF-BEL-03A-2019,201930819,W15 Wanfercee Baulet,Clay,32,15,4936,711175.64
2017-M004A201710227Acapulco,2017-M004,201710227,Acapulco,Hard,32,A,3355,735421.17
2016-W-C10-GBR-05A-201610201641024Loughborough $10K,2016-W-C10-GBR-05A-2016,201641024,Loughborough $10K,Hard,32,10,4622,927199.12
2018-W-WITF-ISR-06A-201815201820604Tel Aviv $15K,2018-W-WITF-ISR-06A-2018,201820604,Tel Aviv $15K,Hard,32,15,4202,864639.28
2018-W-WITF-USA-35A-201825201841015Florence SC $25K,2018-W-WITF-USA-35A-2018,201841015,Florence SC $25K,Hard,32,25,3514,643336.71
2019-W-ITF-EGY-16A-201915201930909W15 Cairo,2019-W-ITF-EGY-16A-2019,201930909,W15 Cairo,Clay,32,15,2859,580880.19
2019-W-ITF-TUR-14A-201915201910311W15 Antalya,2019-W-ITF-TUR-14A-2019,201910311,W15 Antalya,Clay,32,15,2575,527965.22
2019-W-ITF-PAR-02A-201960201941028W60 Asuncion,2019-W-ITF-PAR-02A-2019,201941028,W60 Asuncion,Clay,32,60,2724,397241.94
2019-W-FC-2019-WG-PO-USA-SUI-01D201920420Fed Cup WG R1: USA vs SUI,2019-W-FC-2019-WG-PO-USA-SUI-01,201920420,Fed Cup WG R1: USA vs SUI,Hard,4,D,331,64630.42
2016-W-FC-2016-G1-AM-PP3-4-MEX-BRA-01D201610206Fed Cup G1 PM: MEX vs BRA,2016-W-FC-2016-G1-AM-PP3-4-MEX-BRA-01,201610206,Fed Cup G1 PM: MEX vs BRA,Clay,2,D,237,45397.85
2019-7746C201930902Jinan CH,2019-7746,201930902,Jinan CH,Hard,64,C,5891,1082826.52
2016-W-C50-USA-10A-201650201641024Macon GA $50K,2016-W-C50-USA-10A-2016,201641024,Macon GA $50K,Hard,32,50,4090,826539.07
2018-1063I201810101Shenzhen,2018-1063,201810101,Shenzhen,Hard,32,I,3341,691019.33
2019-7584C201910204Budapest CH,2019-7584,201910204,Budapest CH,Hard,64,C,7335,1286718.71
2021-9454C202110131Quimper 2 CH,2021-9454,202110131,Quimper 2 CH,Hard,32,C,2856,544262.52
2020-W-ITF-MEX-06A-202015202010210W15 Cancun,2020-W-ITF-MEX-06A-2020,202010210,W15 Cancun,Hard,32,15,4072,590429.0
2016-W-C100-FRA-01A-2016100201620502Cagnes Sur Mer $100K,2016-W-C100-FRA-01A-2016,201620502,Cagnes Sur Mer $100K,Clay,32,100,3909,637113.54
2019-W-FC-2019-G1-EPA-B-B-M-SRB-GEO-01D201910206Fed Cup G1 RR: SRB vs GEO,2019-W-FC-2019-G1-EPA-B-B-M-SRB-GEO-01,201910206,Fed Cup G1 RR: SRB vs GEO,Hard,2,D,227,46085.79
2019-W-ITF-ITA-08A-201915201920513W15 Barletta,2019-W-ITF-ITA-08A-2019,201920513,W15 Barletta,Clay,32,15,2213,515799.04
2018-W-WITF-ITA-08A-201825201820402Santa Margherita Di Pula $25K,2018-W-WITF-ITA-08A-2018,201820402,Santa Margherita Di Pula $25K,Clay,32,25,4107,972683.55
2017-M009M201720515Rome Masters,2017-M009,201720515,Rome Masters,Clay,64,M,8057,1504593.3
2021-W-ITF-SRB-02A-202115202130705W15 Prokuplje,2021-W-ITF-SRB-02A-2021,202130705,W15 Prokuplje,Clay,32,15,2916,587199.27
2019-0558C201920603Prostejov CH,2019-0558,201920603,Prostejov CH,Clay,64,C,8872,2506160.17
2016-6857C201641107Mouilleron-Le-Captif CH,2016-6857,201641107,Mouilleron-Le-Captif CH,Hard,32,C,2337,478977.52
2019-W-ITF-COL-04A-201915201941028W15 Bogota,2019-W-ITF-COL-04A-2019,201941028,W15 Bogota,Clay,32,15,2655,478605.7
2021-2012P202120614Berlin,2021-2012,202120614,Berlin,Grass,32,P,2723,542554.93
2019-W-ITF-HKG-02A-201925201910107W25 Hong Kong,2019-W-ITF-HKG-02A-2019,201910107,W25 Hong Kong,Hard,32,25,2967,498767.9
2016-W-C10-ROU-03A-201610201620530Galati $10K,2016-W-C10-ROU-03A-2016,201620530,Galati $10K,Clay,32,10,3729,724087.23
2016-2205C201610104Noumea CH,2016-2205,201610104,Noumea CH,Hard,32,C,3587,675379.89
2019-W-ITF-JPN-10A-201960201920506W60 Fukuoka,2019-W-ITF-JPN-10A-2019,201920506,W60 Fukuoka,Carpet,32,60,4190,778267.91
2019-560G201930826US Open,2019-560,201930826,US Open,Hard,128,G,17634,4672240.98
2021-W-ITF-POR-09A-202125202130705W25 Lisbon,2021-W-ITF-POR-09A-2021,202130705,W25 Lisbon,Hard,32,25,3646,631803.79
2017-W-FC-2017-G2-AO-PP1-4-UZB-HKG-01D201730722Fed Cup G2 PM: UZB vs HKG,2017-W-FC-2017-G2-AO-PP1-4-UZB-HKG-01,201730722,Fed Cup G2 PM: UZB vs HKG,Hard,2,D,226,47184.85
2020-2023C202030831Prague,2020-2023,202030831,Prague,Clay,128,C,10338,2291040.0
2020-W-ITF-POR-06A-202015202030817W15 Oeiras,2020-W-ITF-POR-06A-2020,202030817,W15 Oeiras,Clay,32,15,3004,655220.53
2018-0321A201820611Stuttgart,2018-0321,201820611,Stuttgart,Grass,32,A,2600,486782.03
2016-M-DC-2016-G1-AO-M-NZL-KOR-01D201610304Davis Cup G1 R1: NZL vs KOR,2016-M-DC-2016-G1-AO-M-NZL-KOR-01,201610304,Davis Cup G1 R1: NZL vs KOR,Hard,4,D,273,52877.42
2021-W-ITF-ARG-03A-202125202120405W25 Cordoba,2021-W-ITF-ARG-03A-2021,202120405,W25 Cordoba,Clay,32,25,2760,539789.7
2021-W-ITF-TUN-31A-202115202130802W15 Monastir,2021-W-ITF-TUN-31A-2021,202130802,W15 Monastir,Hard,32,15,3731,822992.98
2021-2026P202110131Yarra Valley Classic,2021-2026,202110131,Yarra Valley Classic,Hard,64,P,4573,526427.28
2016-W-C10-GEO-03A-201610201630829Batumi $10K,2016-W-C10-GEO-03A-2016,201630829,Batumi $10K,Clay,32,10,4337,794712.91
2018-W-WITF-KAZ-05A-201815201830924Shymkent $15K,2018-W-WITF-KAZ-05A-2018,201830924,Shymkent $15K,Clay,32,15,3597,964777.59
2016-1077I201630801Nanchang,2016-1077,201630801,Nanchang,Hard,32,I,2802,585594.99
2016-1607C201630912Banja Luka CH,2016-1607,201630912,Banja Luka CH,Clay,32,C,3187,544382.45
2018-W-WITF-FRA-08A-201815201810319Le Havre $15K,2018-W-WITF-FRA-08A-2018,201810319,Le Havre $15K,Clay,32,15,3258,900435.81
2016-W-C25-CAN-02A-201625201630808Gatineau $25K,2016-W-C25-CAN-02A-2016,201630808,Gatineau $25K,Hard,32,25,3855,754295.06
2021-9456C202110222Las Palmas 1 CH,2021-9456,202110222,Las Palmas 1 CH,Clay,32,C,1698,286780.19
2019-9190C201920617Parma CH,2019-9190,201920617,Parma CH,Clay,64,C,5826,1296158.39
2016-M-DC-2016-WG-M-ARG-POL-01D201610304Davis Cup WG R1: ARG vs POL,2016-M-DC-2016-WG-M-ARG-POL-01,201610304,Davis Cup WG R1: ARG vs POL,Hard,4,D,315,64038.9
2020-M-DC-2020-QLS-M-BEL-HUN-01D202010306Davis Cup QLS R1: BEL vs HUN,2020-M-DC-2020-QLS-M-BEL-HUN-01,202010306,Davis Cup QLS R1: BEL vs HUN,Clay,4,D,376,79308.11
2019-W-ITF-CHI-02A-201915201930930W15 Santiago,2019-W-ITF-CHI-02A-2019,201930930,W15 Santiago,Clay,32,15,2774,514015.93
2017-M-DC-2017-WG-M-FRA-SRB-01D201730915Davis Cup WG SF: FRA vs SRB,2017-M-DC-2017-WG-M-FRA-SRB-01,201730915,Davis Cup WG SF: FRA vs SRB,Clay,4,D,448,87768.83
2016-M053C201610125Lahaina CH,2016-M053,201610125,Lahaina CH,Hard,32,C,3002,647217.27
2019-7586C201941028Playford CH,2019-7586,201941028,Playford CH,Hard,64,C,4617,1073449.25
2018-W-WITF-CHN-11A-201825201820528Luzhou $25K,2018-W-WITF-CHN-11A-2018,201820528,Luzhou $25K,Hard,32,25,2586,525975.15
2017-M010I201720612's Hertogenbosch,2017-M010,201720612,'s Hertogenbosch,Grass,32,I,2773,563339.81
2018-W-WITF-THA-06A-201825201830716Nonthaburi $25K,2018-W-WITF-THA-06A-2018,201830716,Nonthaburi $25K,Hard,32,25,3726,804044.21
2019-W-ITF-BLR-03A-201925201941111W25 Minsk,2019-W-ITF-BLR-03A-2019,201941111,W25 Minsk,Hard,32,25,3280,686680.95
2017-1094I201730717Gstaad,2017-1094,201730717,Gstaad,Clay,32,I,4563,1083277.05
2020-M-DC-2020-WG2-PO-INA-KEN-01D202010306Davis Cup WG2 PO: INA vs KEN,2020-M-DC-2020-WG2-PO-INA-KEN-01,202010306,Davis Cup WG2 PO: INA vs KEN,Hard,4,D,479,98901.58
2017-W-WITF-ITA-33A-201725201741030Santa Margherita Di Pula $25K,2017-W-WITF-ITA-33A-2017,201741030,Santa Margherita Di Pula $25K,Clay,32,25,3871,727620.46
2018-W-WITF-USA-12A-201880201820416Dothan AL $80K,2018-W-WITF-USA-12A-2018,201820416,Dothan AL $80K,Clay,32,80,4700,933294.67
2016-W-FC-2016-G2-EPA-B-M-LIE-AUT-01D201620414Fed Cup G2 RR: LIE vs AUT,2016-W-FC-2016-G2-EPA-B-M-LIE-AUT-01,201620414,Fed Cup G2 RR: LIE vs AUT,Clay,2,D,274,55363.9
2016-7480A201630808Los Cabos,2016-7480,201630808,Los Cabos,Hard,32,A,3760,732758.58
2019-W-ITF-USA-52A-201915201941202W15 Norman OK,2019-W-ITF-USA-52A-2019,201941202,W15 Norman OK,Hard,32,15,2153,408919.72
2020-8392C202030817Todi CH,2020-8392,202030817,Todi CH,Clay,32,C,2963,673064.49
2018-W-FC-2018-G1-AO-A-M-KAZ-IND-01D201810208Fed Cup G1 RR: KAZ vs IND,2018-W-FC-2018-G1-AO-A-M-KAZ-IND-01,201810208,Fed Cup G1 RR: KAZ vs IND,Hard,2,D,200,39910.67
2016-W-FC-2016-WG-M-NED-RUS-01D201610206Fed Cup WG R1: NED vs RUS,2016-W-FC-2016-WG-M-NED-RUS-01,201610206,Fed Cup WG R1: NED vs RUS,Hard,4,D,291,58733.91
2016-7085C201630725Biella CH,2016-7085,201630725,Biella CH,Clay,32,C,3829,494013.45
2017-7736C201720522Shymkent CH,2017-7736,201720522,Shymkent CH,Clay,32,C,2437,518791.93
2018-W-WITF-JPN-01A-201825201810305Yokohama $25K,2018-W-WITF-JPN-01A-2018,201810305,Yokohama $25K,Hard,32,25,2893,547965.15
2018-W-WITF-NGR-01A-201825201841001Lagos $25K,2018-W-WITF-NGR-01A-2018,201841001,Lagos $25K,Hard,32,25,3684,796061.46
2018-M010I201820611s-Hertogenbosch,2018-M010,201820611,s-Hertogenbosch,Grass,32,I,3199,763471.28
2018-M006M201810305Indian Wells Masters,2018-M006,201810305,Indian Wells Masters,Hard,128,M,12311,1440594.0
2016-0854C201610208Bergamo CH,2016-0854,201610208,Bergamo CH,Hard,32,C,4499,1004491.88
2019-W-ITF-GRE-08A-201915201941125W15 Heraklion,2019-W-ITF-GRE-08A-2019,201941125,W15 Heraklion,Clay,32,15,1879,331070.03
2018-M007PM201810319Miami,2018-M007,201810319,Miami,Hard,128,PM,13375,3601609.54
2019-W-ITF-FRA-09A-201960201910325W60 Croissy Beaubourg,2019-W-ITF-FRA-09A-2019,201910325,W60 Croissy Beaubourg,Hard,32,60,2749,617993.71
2016-W-FC-2016-WG-PO-RUS-BLR-01D201620416Fed Cup WG R1: RUS vs BLR,2016-W-FC-2016-WG-PO-RUS-BLR-01,201620416,Fed Cup WG R1: RUS vs BLR,Clay,4,D,465,90499.77
2021-5053A202120419Belgrade,2021-5053,202120419,Belgrade,Clay,32,A,2207,485580.46
2018-W-FC-2018-G1-EPA-D-M-AUT-LAT-01D201810209Fed Cup G1 RR: AUT vs LAT,2018-W-FC-2018-G1-EPA-D-M-AUT-LAT-01,201810209,Fed Cup G1 RR: AUT vs LAT,Hard,2,D,127,25299.73
2016-7614C201641121Astana CH,2016-7614,201641121,Astana CH,Hard,32,C,3135,555708.14
2021-9524C202120614Almaty CH,2021-9524,202120614,Almaty CH,Clay,32,C,3456,707490.32
2018-W-WITF-HKG-01A-201815201810101Hong Kong $15K,2018-W-WITF-HKG-01A-2018,201810101,Hong Kong $15K,Hard,32,15,3135,535317.86
2019-W-ITF-TUR-24A-201915201930930W15 Antalya,2019-W-ITF-TUR-24A-2019,201930930,W15 Antalya,Hard,32,15,3340,656453.96
2017-6486C201710313Irving CH,2017-6486,201710313,Irving CH,Hard,32,C,2780,712377.4
2018-6156C201830702Marburg CH,2018-6156,201830702,Marburg CH,Clay,32,C,3511,577250.92
2018-W-WITF-EGY-07A-201815201810226Sharm El Sheikh $15K,2018-W-WITF-EGY-07A-2018,201810226,Sharm El Sheikh $15K,Hard,32,15,4085,1088319.46
2017-0398C201710213Cherbourg CH,2017-0398,201710213,Cherbourg CH,Hard,32,C,2664,650042.77
2017-W-WITF-NED-03A-201715201730710Amstelveen $15K,2017-W-WITF-NED-03A-2017,201730710,Amstelveen $15K,Clay,32,15,3305,741488.05
2016-0703P201630718Stanford,2016-0703,201630718,Stanford,Hard,32,P,2450,397972.67
2019-7772C201930729Chengdu CH,2019-7772,201930729,Chengdu CH,Hard,64,C,7296,1310054.77
2020-1063I202010106Shenzhen,2020-1063,202010106,Shenzhen,Hard,32,I,2623,594367.83
2019-W-ITF-TTO-02A-201915201920520W15 Tacarigua,2019-W-ITF-TTO-02A-2019,201920520,W15 Tacarigua,Hard,32,15,2847,691672.07
2019-W-ITF-TUN-37A-201915201930909W15 Tabarka,2019-W-ITF-TUN-37A-2019,201930909,W15 Tabarka,Clay,32,15,3875,930773.11
2021-W-ITF-CZE-07A-202160202130823W60 Prerov,2021-W-ITF-CZE-07A-2021,202130823,W60 Prerov,Clay,32,60,2061,341546.38
2018-M-DC-2018-WG-PO-GBR-UZB-01D201830914Davis Cup WG PO: GBR vs UZB,2018-M-DC-2018-WG-PO-GBR-UZB-01,201830914,Davis Cup WG PO: GBR vs UZB,Hard,4,D,389,76863.83
2017-M006M201710306Indian Wells Masters,2017-M006,201710306,Indian Wells Masters,Hard,128,M,13252,1768596.6
2016-W-C10-THA-05A-201610201641128Hua Hin $10K,2016-W-C10-THA-05A-2016,201641128,Hua Hin $10K,Hard,32,10,4154,869400.99
2016-M020P201610104Brisbane,2016-M020,201610104,Brisbane,Hard,32,P,2731,560253.77
2020-W-ITF-RSA-02A-202025202010309W25 Potchefstroom,2020-W-ITF-RSA-02A-2020,202010309,W25 Potchefstroom,Hard,32,25,2333,455777.59
2017-W-FC-2017-G1-EPA-D-M-BUL-EST-01D201710210Fed Cup G1 RR: BUL vs EST,2017-W-FC-2017-G1-EPA-D-M-BUL-EST-01,201710210,Fed Cup G1 RR: BUL vs EST,Hard,2,D,194,38131.28
2016-W-C25-UZB-04A-201625201620613Fergana $25K,2016-W-C25-UZB-04A-2016,201620613,Fergana $25K,Hard,32,25,2240,508784.89
2020-W-ITF-EGY-01A-202015202010113W15 Cairo,2020-W-ITF-EGY-01A-2020,202010113,W15 Cairo,Clay,32,15,3109,641991.04
2021-6239C202110124Quimper 1 CH,2021-6239,202110124,Quimper 1 CH,Hard,32,C,3393,593335.84
2018-W-FC-2018-G1-AM-A-M-CHI-COL-01D201810209Fed Cup G1 RR: CHI vs COL,2018-W-FC-2018-G1-AM-A-M-CHI-COL-01,201810209,Fed Cup G1 RR: CHI vs COL,Clay,2,D,207,43777.1
2019-W-ITF-JPN-13A-201925201930819W25 Tsukuba,2019-W-ITF-JPN-13A-2019,201930819,W25 Tsukuba,Hard,32,25,3060,528305.84
2016-M-DC-2016-WG-PO-KAZ-RUS-01D201630916Davis Cup WG PO: KAZ vs RUS,2016-M-DC-2016-WG-PO-KAZ-RUS-01,201630916,Davis Cup WG PO: KAZ vs RUS,Hard,4,D,474,101497.72
2016-7438C201610111Bangkok CH,2016-7438,201610111,Bangkok CH,Hard,32,C,2616,521165.98
2019-W-ITF-KOR-08A-201915201930902W15 Yeongwol,2019-W-ITF-KOR-08A-2019,201930902,W15 Yeongwol,Hard,32,15,3614,804576.55
2017-0686C201730717Scheveningen CH,2017-0686,201730717,Scheveningen CH,Clay,32,C,3123,605687.31
2021-W-ITF-BIH-01A-202115202120531W15 Banja Luka,2021-W-ITF-BIH-01A-2021,202120531,W15 Banja Luka,Clay,32,15,3114,605724.7
2021-W-ITF-TUR-21A-202115202120524W15 Antalya,2021-W-ITF-TUR-21A-2021,202120524,W15 Antalya,Clay,32,15,3043,468068.98
2018-W-WITF-NED-05A-201815201830820Rotterdam $15K,2018-W-WITF-NED-05A-2018,201830820,Rotterdam $15K,Clay,32,15,3328,589126.0
2016-M052A201610215Rio de Janeiro,2016-M052,201610215,Rio de Janeiro,Clay,32,A,3827,837589.31
2019-W-ITF-TUN-04A-201915201910128W15 Monastir,2019-W-ITF-TUN-04A-2019,201910128,W15 Monastir,Hard,32,15,3177,661616.15
2018-M014A201841015Moscow,2018-M014,201841015,Moscow,Hard,32,A,3295,927243.32
2018-W-WITF-TUN-13A-201825201820409Tunis $25K,2018-W-WITF-TUN-13A-2018,201820409,Tunis $25K,Clay,32,25,2854,468237.35
2017-W-WITF-ITA-23A-201715201730821Sezze $15K,2017-W-WITF-ITA-23A-2017,201730821,Sezze $15K,Clay,32,15,3064,526737.31
2017-W-WITF-JPN-13A-201760201741113Toyota $60K,2017-W-WITF-JPN-13A-2017,201741113,Toyota $60K,Carpet,32,60,3071,501931.54
2018-W-WITF-TUR-21A-201815201820528Antalya $15K,2018-W-WITF-TUR-21A-2018,201820528,Antalya $15K,Clay,32,15,3602,696294.27
2019-0854C201910218Bergamo CH,2019-0854,201910218,Bergamo CH,Hard,64,C,5929,1140824.84
2016-W-C10-CRO-06A-201610201630801Vinkovci $10K,2016-W-C10-CRO-06A-2016,201630801,Vinkovci $10K,Clay,32,10,3289,695890.63
2017-W-WITF-EGY-21A-201715201730717Sharm El Sheikh $15K,2017-W-WITF-EGY-21A-2017,201730717,Sharm El Sheikh $15K,Hard,32,15,3393,794186.94
2016-W-C10-POR-01A-201610201620613Oeiras $10K,2016-W-C10-POR-01A-2016,201620613,Oeiras $10K,Clay,32,10,3255,798433.86
2017-7742C201720612Lisbon CH,2017-7742,201720612,Lisbon CH,Clay,32,C,2861,502498.44
2021-W-ITF-TUN-07A-202115202110215W15 Monastir,2021-W-ITF-TUN-07A-2021,202110215,W15 Monastir,Hard,32,15,2011,454808.14
2017-W-WITF-BEL-01A-201715201730717Brussels $15K,2017-W-WITF-BEL-01A-2017,201730717,Brussels $15K,Clay,32,15,2748,575913.45
2018-M015PM201841001Beijing,2018-M015,201841001,Beijing,Hard,64,PM,6343,1078754.2
2019-7740C201920610Nottingham CH,2019-7740,201920610,Nottingham CH,Grass,64,C,6035,1262224.93
2017-W-WITF-UAE-01A-2017100201741211Dubai 100K,2017-W-WITF-UAE-01A-2017,201741211,Dubai 100K,Hard,32,100,2094,386898.16
2016-1088I201610314San Antonio,2016-1088,201610314,San Antonio,Hard,32,I,3044,606207.49
2019-W-ITF-GRE-02A-201915201920513W15 Heraklion,2019-W-ITF-GRE-02A-2019,201920513,W15 Heraklion,Clay,32,15,3348,720101.92
2018-W-WITF-THA-07A-201825201830806Nonthaburi $25K,2018-W-WITF-THA-07A-2018,201830806,Nonthaburi $25K,Hard,32,25,3687,691152.56
2019-W-ITF-HUN-04A-201915201930909W15 Szekesfehervar,2019-W-ITF-HUN-04A-2019,201930909,W15 Szekesfehervar,Clay,32,15,3752,653181.58
2017-W-WITF-GBR-15A-201715201741030Sunderland $15K,2017-W-WITF-GBR-15A-2017,201741030,Sunderland $15K,Hard,32,15,3046,702244.48
