workclass,education
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Bachelors
Private,Some-college
Private,Some-college
Private,Prof-school
Private,HS-grad
Private,10th
Federal-gov,Bachelors
?,HS-grad
Private,HS-grad
Private,Some-college
Private,Some-college
Federal-gov,Some-college
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Prof-school
?,Some-college
Private,HS-grad
Private,Prof-school
Private,HS-grad
State-gov,Some-college
?,5th-6th
Private,HS-grad
Private,12th
Private,HS-grad
Private,HS-grad
Private,Assoc-acdm
Self-emp-not-inc,HS-grad
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Local-gov,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,10th
Local-gov,Bachelors
Private,Bachelors
Self-emp-not-inc,Assoc-acdm
Private,Bachelors
Private,9th
Private,Bachelors
Private,Bachelors
Private,HS-grad
Self-emp-not-inc,HS-grad
?,Some-college
Private,Some-college
Private,Some-college
Self-emp-not-inc,HS-grad
Private,10th
Private,Some-college
Private,HS-grad
Private,HS-grad
Local-gov,Assoc-acdm
Private,Some-college
Private,HS-grad
Private,Assoc-acdm
Private,HS-grad
Private,Some-college
Private,11th
Private,HS-grad
State-gov,Some-college
Private,Bachelors
Local-gov,Doctorate
Private,Some-college
Private,HS-grad
Private,Bachelors
Self-emp-inc,HS-grad
Federal-gov,Assoc-acdm
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,12th
?,HS-grad
Local-gov,Bachelors
Local-gov,Masters
Private,Masters
Private,HS-grad
Private,HS-grad
Self-emp-inc,Some-college
Private,HS-grad
Private,7th-8th
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,7th-8th
Private,11th
State-gov,Doctorate
Private,9th
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Assoc-voc
?,Some-college
Self-emp-inc,HS-grad
Private,HS-grad
Private,Bachelors
Private,Bachelors
Federal-gov,Bachelors
Private,Masters
Private,Bachelors
Self-emp-not-inc,Assoc-voc
Private,10th
?,11th
Private,HS-grad
Local-gov,Bachelors
State-gov,Bachelors
?,Bachelors
Private,HS-grad
Private,Some-college
Self-emp-inc,Some-college
Private,Some-college
Self-emp-not-inc,7th-8th
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,Bachelors
Private,11th
Self-emp-not-inc,7th-8th
Private,Masters
Local-gov,HS-grad
Private,Some-college
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Bachelors
Self-emp-inc,Assoc-voc
Local-gov,Some-college
Self-emp-inc,Prof-school
Private,HS-grad
Federal-gov,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
Self-emp-inc,1st-4th
Local-gov,Bachelors
Self-emp-inc,Bachelors
Private,HS-grad
Private,Doctorate
Private,5th-6th
Private,Bachelors
Private,Assoc-voc
?,Some-college
?,HS-grad
Private,Some-college
Self-emp-not-inc,Assoc-voc
Private,12th
Self-emp-inc,Prof-school
Private,Assoc-acdm
Private,HS-grad
Private,Assoc-voc
Private,Some-college
Private,9th
Private,11th
Private,Bachelors
Private,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Private,Some-college
Private,11th
Self-emp-inc,Bachelors
State-gov,Masters
Private,Bachelors
Self-emp-inc,HS-grad
Self-emp-not-inc,7th-8th
Federal-gov,Masters
Private,HS-grad
Private,11th
?,Some-college
Private,9th
Self-emp-inc,Bachelors
Private,Some-college
Self-emp-inc,10th
Self-emp-not-inc,Prof-school
Private,HS-grad
Local-gov,10th
Self-emp-not-inc,HS-grad
Federal-gov,10th
Private,Bachelors
Private,HS-grad
Private,Some-college
Federal-gov,HS-grad
Private,Masters
Local-gov,HS-grad
Private,Some-college
Private,Bachelors
Private,9th
Private,Some-college
Self-emp-inc,Bachelors
Private,HS-grad
Private,Prof-school
Private,Some-college
Private,10th
Private,Masters
Private,Some-college
Private,Assoc-acdm
Private,Assoc-voc
Private,HS-grad
Private,9th
Private,HS-grad
Private,Some-college
Private,Assoc-voc
Private,Bachelors
Private,5th-6th
Private,Some-college
Private,Some-college
Private,Bachelors
Private,11th
Private,Masters
Private,Some-college
Federal-gov,HS-grad
Private,Assoc-voc
Private,HS-grad
Private,Bachelors
Private,Bachelors
Private,1st-4th
Self-emp-not-inc,Bachelors
Private,Bachelors
?,Doctorate
Private,HS-grad
Private,Some-college
Private,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Federal-gov,Some-college
Private,12th
Private,HS-grad
Private,Bachelors
Self-emp-inc,Bachelors
?,Some-college
Private,Some-college
Local-gov,Masters
Local-gov,Bachelors
?,Some-college
Private,Some-college
Private,Some-college
Federal-gov,Bachelors
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,10th
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,Some-college
?,HS-grad
Private,Masters
Self-emp-inc,HS-grad
?,Assoc-voc
Private,Some-college
Private,Some-college
Private,Prof-school
Private,Bachelors
Self-emp-inc,HS-grad
Private,HS-grad
?,Assoc-acdm
Self-emp-inc,Some-college
Private,Some-college
Private,HS-grad
Private,HS-grad
Federal-gov,HS-grad
Self-emp-not-inc,Some-college
Private,Assoc-acdm
Local-gov,HS-grad
Self-emp-inc,Masters
Private,Bachelors
Self-emp-inc,HS-grad
Self-emp-not-inc,HS-grad
Private,Bachelors
Self-emp-not-inc,Bachelors
Private,HS-grad
Local-gov,Bachelors
Federal-gov,Assoc-acdm
Private,HS-grad
Private,Bachelors
Private,Assoc-voc
Private,HS-grad
Private,HS-grad
Private,HS-grad
Local-gov,Masters
Local-gov,Some-college
Self-emp-not-inc,Bachelors
Self-emp-inc,HS-grad
?,Some-college
Self-emp-not-inc,Bachelors
Federal-gov,HS-grad
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Bachelors
Private,11th
Private,HS-grad
Private,Bachelors
Local-gov,HS-grad
Private,Assoc-voc
Private,Bachelors
Self-emp-not-inc,Bachelors
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Masters
Private,10th
Private,Bachelors
?,HS-grad
Private,Assoc-voc
State-gov,Doctorate
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,10th
State-gov,HS-grad
Private,Bachelors
Private,12th
?,11th
Private,HS-grad
Private,Some-college
Private,Assoc-voc
Private,HS-grad
Self-emp-inc,HS-grad
Private,Bachelors
Private,Assoc-voc
Self-emp-not-inc,HS-grad
Private,11th
Private,9th
?,HS-grad
Private,Some-college
State-gov,Some-college
Private,HS-grad
Private,Bachelors
Local-gov,HS-grad
Self-emp-inc,Masters
Private,HS-grad
Private,Some-college
Private,HS-grad
Self-emp-not-inc,Some-college
Self-emp-inc,Assoc-acdm
Private,Some-college
Private,11th
Private,Some-college
Private,Some-college
Private,Some-college
Private,Bachelors
Private,5th-6th
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,9th
Local-gov,Bachelors
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,Bachelors
Local-gov,Masters
Local-gov,Some-college
Private,HS-grad
Self-emp-not-inc,HS-grad
Local-gov,Assoc-acdm
Private,Assoc-voc
Private,11th
State-gov,Bachelors
Local-gov,HS-grad
State-gov,Doctorate
Private,HS-grad
Federal-gov,Some-college
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,HS-grad
Local-gov,5th-6th
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,Assoc-voc
Private,Some-college
Federal-gov,Some-college
Private,HS-grad
Private,Assoc-voc
Private,HS-grad
Federal-gov,Some-college
Private,10th
Private,HS-grad
Private,9th
?,Bachelors
Private,HS-grad
Private,HS-grad
Private,5th-6th
State-gov,Some-college
Private,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,11th
Self-emp-not-inc,Bachelors
Self-emp-inc,10th
Private,11th
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Masters
Private,9th
Private,Masters
Private,Assoc-voc
Private,Bachelors
Private,HS-grad
Local-gov,HS-grad
Private,HS-grad
Private,Assoc-acdm
Private,11th
Self-emp-inc,Bachelors
Private,HS-grad
Private,7th-8th
Private,10th
Local-gov,Some-college
?,HS-grad
?,Some-college
?,HS-grad
Self-emp-inc,Some-college
Self-emp-not-inc,HS-grad
Local-gov,Some-college
Private,HS-grad
?,HS-grad
Federal-gov,Some-college
Private,HS-grad
Private,9th
Local-gov,5th-6th
Local-gov,Masters
Self-emp-not-inc,HS-grad
?,HS-grad
Private,10th
Self-emp-not-inc,Some-college
Private,Bachelors
Private,Masters
Self-emp-not-inc,11th
Private,Bachelors
Self-emp-not-inc,11th
Private,9th
Private,Some-college
Self-emp-not-inc,Doctorate
Self-emp-inc,Bachelors
Private,HS-grad
Private,HS-grad
Private,Assoc-voc
Private,Assoc-acdm
Private,Prof-school
Private,HS-grad
Private,Some-college
State-gov,HS-grad
Private,Bachelors
Private,HS-grad
Self-emp-not-inc,Bachelors
?,Bachelors
Private,Bachelors
Self-emp-inc,Prof-school
?,7th-8th
Private,Some-college
Local-gov,Bachelors
Local-gov,HS-grad
?,Bachelors
Private,Masters
Private,10th
Private,HS-grad
Private,5th-6th
Self-emp-inc,Prof-school
Private,Masters
Private,Some-college
Local-gov,Bachelors
Private,Some-college
State-gov,Masters
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,Some-college
Private,11th
Private,Bachelors
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
?,HS-grad
Self-emp-not-inc,Bachelors
Private,Some-college
Private,11th
Private,Some-college
Private,Some-college
Private,HS-grad
Federal-gov,Some-college
Private,Bachelors
State-gov,HS-grad
Private,11th
Federal-gov,HS-grad
Private,Bachelors
Federal-gov,Bachelors
Private,HS-grad
Private,Bachelors
?,7th-8th
Private,HS-grad
Self-emp-not-inc,Assoc-acdm
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,HS-grad
Local-gov,Some-college
Private,Assoc-acdm
State-gov,Some-college
Private,Some-college
Private,Bachelors
Private,Assoc-voc
Local-gov,Assoc-voc
Private,HS-grad
Private,Some-college
State-gov,Masters
Local-gov,HS-grad
Local-gov,Bachelors
Private,Assoc-acdm
Private,Bachelors
State-gov,Assoc-acdm
Private,HS-grad
Private,7th-8th
Federal-gov,HS-grad
Private,Some-college
Private,Bachelors
?,HS-grad
Private,Assoc-voc
State-gov,Some-college
Private,HS-grad
Self-emp-not-inc,Masters
Local-gov,HS-grad
Self-emp-not-inc,Bachelors
Private,Assoc-acdm
Private,HS-grad
Private,HS-grad
Private,Masters
Private,Some-college
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,HS-grad
Local-gov,Masters
Private,11th
Self-emp-not-inc,Some-college
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,Bachelors
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,HS-grad
?,9th
Local-gov,Masters
Self-emp-inc,Some-college
Private,Some-college
Private,HS-grad
Self-emp-not-inc,9th
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Self-emp-not-inc,HS-grad
Federal-gov,Some-college
Federal-gov,Bachelors
Private,HS-grad
Private,Masters
Private,HS-grad
Private,Assoc-acdm
?,11th
Private,Assoc-voc
Private,HS-grad
Private,7th-8th
?,HS-grad
Private,Some-college
Self-emp-not-inc,Some-college
Private,Some-college
Private,10th
Private,Some-college
Private,Masters
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,Some-college
State-gov,HS-grad
Private,10th
Private,HS-grad
Private,Doctorate
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Local-gov,Assoc-voc
Private,Bachelors
Local-gov,Masters
Private,Bachelors
Private,Assoc-voc
Private,Some-college
?,HS-grad
?,HS-grad
State-gov,Prof-school
Private,11th
Private,5th-6th
Private,12th
Private,7th-8th
Private,9th
?,Bachelors
Private,Bachelors
Private,HS-grad
State-gov,Prof-school
State-gov,Some-college
Private,HS-grad
Local-gov,Some-college
Private,Some-college
Federal-gov,Some-college
Private,HS-grad
Self-emp-not-inc,Prof-school
Private,Some-college
Local-gov,HS-grad
Private,Bachelors
Self-emp-inc,Bachelors
Private,Some-college
Private,HS-grad
?,Some-college
Private,HS-grad
Private,Masters
Private,HS-grad
?,Bachelors
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Doctorate
Private,Assoc-voc
Private,Assoc-voc
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Federal-gov,Bachelors
Private,Some-college
Private,Assoc-voc
Private,Bachelors
Private,Bachelors
Private,HS-grad
Local-gov,HS-grad
Local-gov,Assoc-voc
Private,11th
Private,Bachelors
Private,HS-grad
Local-gov,Assoc-voc
Private,11th
Local-gov,Some-college
Private,HS-grad
Never-worked,10th
Private,HS-grad
Private,Masters
State-gov,HS-grad
Private,11th
Private,Some-college
Private,HS-grad
State-gov,Masters
Private,HS-grad
Private,Masters
Private,HS-grad
Self-emp-not-inc,Assoc-voc
Private,Bachelors
Private,11th
Private,5th-6th
Private,Assoc-voc
Local-gov,Bachelors
Private,Assoc-acdm
Private,10th
Private,HS-grad
Private,HS-grad
Private,Bachelors
Federal-gov,Bachelors
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Assoc-acdm
Private,HS-grad
Private,Assoc-voc
Self-emp-not-inc,Masters
Private,Assoc-voc
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,HS-grad
Local-gov,Assoc-voc
Private,Some-college
Self-emp-not-inc,10th
Private,HS-grad
Self-emp-not-inc,10th
Self-emp-not-inc,Prof-school
Private,Bachelors
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,Masters
Private,Masters
Private,11th
Private,Some-college
Private,Assoc-voc
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,Assoc-voc
Self-emp-inc,HS-grad
Self-emp-inc,Masters
Local-gov,11th
Private,HS-grad
Private,HS-grad
Private,Prof-school
Self-emp-not-inc,Some-college
Private,Some-college
Self-emp-inc,HS-grad
Federal-gov,Masters
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Some-college
State-gov,Some-college
Private,Some-college
Private,Bachelors
Private,Masters
Private,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Self-emp-inc,9th
Private,Some-college
Private,HS-grad
Private,10th
Private,Doctorate
Private,Bachelors
Private,HS-grad
Federal-gov,HS-grad
?,HS-grad
?,Assoc-voc
Private,Some-college
Private,HS-grad
Private,Assoc-voc
Self-emp-inc,Some-college
Private,Some-college
Self-emp-inc,Bachelors
Private,HS-grad
Private,HS-grad
Private,Bachelors
?,Bachelors
Self-emp-not-inc,HS-grad
Private,Assoc-voc
Private,Assoc-acdm
Private,Some-college
Federal-gov,Some-college
Private,HS-grad
Private,1st-4th
Private,Bachelors
Local-gov,7th-8th
Private,Some-college
Private,Bachelors
Private,Bachelors
Private,Bachelors
Self-emp-not-inc,7th-8th
Private,Bachelors
Private,Some-college
?,11th
Private,11th
Private,Some-college
Private,HS-grad
Private,Masters
Private,Bachelors
Private,5th-6th
Private,Bachelors
Federal-gov,5th-6th
Private,11th
Private,Some-college
Private,HS-grad
Local-gov,HS-grad
Private,7th-8th
Private,Some-college
Private,Assoc-acdm
Self-emp-inc,HS-grad
Private,Bachelors
Private,11th
State-gov,Masters
Private,Bachelors
Private,11th
Private,5th-6th
Private,Assoc-voc
?,7th-8th
Private,HS-grad
Private,5th-6th
Private,Bachelors
Self-emp-not-inc,Assoc-voc
Private,Bachelors
Private,Doctorate
Private,HS-grad
Private,Bachelors
Private,HS-grad
Self-emp-not-inc,Some-college
Private,HS-grad
Private,7th-8th
Federal-gov,Some-college
Private,Some-college
Private,Some-college
Self-emp-inc,Some-college
Private,Bachelors
Private,Some-college
Local-gov,Some-college
Self-emp-inc,Doctorate
Private,Bachelors
Private,Bachelors
Private,Assoc-voc
State-gov,5th-6th
Private,10th
Private,HS-grad
State-gov,Doctorate
?,Some-college
Self-emp-not-inc,Some-college
Private,9th
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
?,11th
Local-gov,Some-college
Private,Some-college
Self-emp-not-inc,Masters
Private,Prof-school
Private,10th
Private,11th
Private,Some-college
Private,Bachelors
Private,Assoc-acdm
Private,12th
Private,HS-grad
Private,Some-college
Local-gov,Masters
Private,HS-grad
State-gov,Masters
Private,Bachelors
Private,HS-grad
Private,Prof-school
Private,Bachelors
Private,Assoc-voc
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,11th
Private,HS-grad
Private,HS-grad
Private,5th-6th
Private,Assoc-voc
Private,HS-grad
State-gov,Some-college
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
?,5th-6th
Private,Bachelors
?,Some-college
Local-gov,Some-college
Private,Bachelors
Local-gov,Masters
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
State-gov,Doctorate
Self-emp-inc,HS-grad
Private,Bachelors
Private,Bachelors
Private,Bachelors
Private,Some-college
Private,Some-college
Private,Masters
Private,HS-grad
State-gov,Bachelors
Private,Some-college
Private,Masters
Private,Assoc-voc
Private,Assoc-acdm
Private,Assoc-voc
Private,Bachelors
Self-emp-inc,Bachelors
Private,Bachelors
Private,1st-4th
Private,Bachelors
Private,HS-grad
Private,Some-college
?,5th-6th
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,Bachelors
Private,5th-6th
Federal-gov,Bachelors
?,Some-college
Self-emp-inc,7th-8th
Private,Some-college
Private,11th
Private,11th
Self-emp-not-inc,HS-grad
Self-emp-not-inc,7th-8th
Local-gov,Some-college
Private,HS-grad
Local-gov,Some-college
Private,Some-college
?,Some-college
Private,Doctorate
Private,12th
Private,Some-college
Self-emp-not-inc,Bachelors
Private,Some-college
Private,HS-grad
State-gov,HS-grad
Private,Bachelors
Private,HS-grad
Private,HS-grad
Federal-gov,Some-college
Private,Some-college
Private,11th
Private,HS-grad
Private,Some-college
Self-emp-inc,Masters
Federal-gov,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Masters
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Preschool
Private,HS-grad
Self-emp-not-inc,Some-college
Private,Assoc-voc
Private,Some-college
?,Some-college
Private,Some-college
Private,10th
Local-gov,Some-college
Local-gov,Bachelors
?,Some-college
Private,Bachelors
Private,HS-grad
Private,Bachelors
Private,Bachelors
Federal-gov,Bachelors
Local-gov,Masters
Private,HS-grad
Self-emp-inc,Assoc-acdm
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,HS-grad
Local-gov,Assoc-voc
Private,Bachelors
Private,Bachelors
Local-gov,Bachelors
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,Bachelors
Private,Assoc-voc
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,11th
Private,HS-grad
Private,Some-college
Private,Bachelors
Self-emp-not-inc,Bachelors
Self-emp-not-inc,Assoc-voc
Self-emp-inc,Bachelors
Self-emp-not-inc,Assoc-acdm
Local-gov,Some-college
Private,HS-grad
Self-emp-inc,HS-grad
Self-emp-inc,Some-college
Private,7th-8th
Local-gov,Bachelors
Local-gov,Masters
Private,11th
Private,Assoc-voc
Private,Some-college
Federal-gov,HS-grad
Private,10th
Private,HS-grad
Private,Some-college
Private,Assoc-voc
Private,Some-college
Private,Bachelors
Private,Bachelors
State-gov,Some-college
Private,HS-grad
